Name,Street,City,State,Zip,Phone,Website,Type,Awards,Campus_setting,Campus_housing,Student_population,Student_to_faculty_ratio
Bais Medrash Elyon,73 Main Street, Monsey, New York,10952,(845) 356-7065,http://nces.ed.gov/transfer.asp?location=baismedroshelyon.com/,"4-year, Private not-for-profit",Bachelors degree,Suburb: Large,Yes,91 (28 undergraduate),23 to 1
Baldy View Regional Occupational Program,1501 Bon View Avenue, Ontario, California,91761,(909) 947-3400,http://nces.ed.gov/transfer.asp?location=www.baldyviewrop.com/,"< 2-year, Public",One but less than two years certificate,City: Midsize,No,22 (all undergraduate),11 to 1
Baptist Health College Little Rock,11900 COLONEL GLENN RD STE 1000, Little Rock, Arkansas,72210-2827,(501) 202-6200,http://nces.ed.gov/transfer.asp?sec=true&location=www.bhclr.edu/,"2-year, Private not-for-profit","One but less than two years certificate, Associates degree, Two but less than 4 years certificate",City: Midsize,No,661 (all undergraduate),10 to 1
Bard College at Simon's Rock,84 Alford Road, Great Barrington, Massachusetts,01230-9702,(413) 644-4400,http://nces.ed.gov/transfer.asp?location=www.simons-rock.edu/,"4-year, primarily associate's, Private not-for-profit","Associates degree, Bachelors degree",Town: Distant,Yes,343 (all undergraduate),6 to 1
Ball State University,2000 University Ave, Muncie, Indiana,47306,(765) 289-1241,http://nces.ed.gov/transfer.asp?location=www.bsu.edu/,"4-year, Public","Less than one year certificate, Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",City: Small,Yes,"21,597 (15,780 undergraduate)",14 to 1
Baptist Health Sciences University,1003 Monroe Ave, Memphis, Tennessee,38104,(901) 572-2468,http://nces.ed.gov/transfer.asp?location=www.baptistu.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Doctors degree - professional practice",City: Large,Yes,890 (871 undergraduate),9 to 1
Barnard College,3009 Broadway, New York, New York,10027-6598,(212) 854-5262,http://nces.ed.gov/transfer.asp?location=www.barnard.edu/,"4-year, Private not-for-profit",Bachelors degree,City: Large,Yes,"2,744 (all undergraduate)",9 to 1
Baltimore City Community College,2901 Liberty Heights Avenue, Baltimore, Maryland,21215-7893,(410) 462-8300,http://nces.ed.gov/transfer.asp?location=www.bccc.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",City: Large,No,"4,181 (all undergraduate)",14 to 1
Baptist Health System School of Health Professions,8400 Datapoint Dr, San Antonio, Texas,78229,(210) 297-9636,http://nces.ed.gov/transfer.asp?location=www.bshp.edu/,"4-year, primarily associate's, Private for-profit","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree, Masters degree",City: Large,No,567 (all undergraduate),13 to 1
Barnes-Jewish College Goldfarb School of Nursing, 4483 Duncan Avenue  Mailstop 90-36-697, Saint Louis, Missouri,63110,(314) 454-7055,http://nces.ed.gov/transfer.asp?location=www.barnesjewishcollege.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice, Doctors degree - other",City: Large,No,627 (529 undergraduate),10 to 1
Baltimore Studio of Hair Design,318 N Howard St, Baltimore, Maryland,21201-3444,(410) 539-1935,http://nces.ed.gov/transfer.asp?location=www.baltimorestudio.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Large,No,22 (all undergraduate),25 to 1
Barrett and Company School of Hair Design,973 South Main St. Kimberly Square, Nicholasville, Kentucky,40356-2152,(859) 885-9136,http://nces.ed.gov/transfer.asp?sec=true&location=barrett.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Town: Fringe,No,40 (all undergraduate),13 to 1
Baptist Missionary Association Theological Seminary,1530 E Pine St, Jacksonville, Texas,75766-5407,(903) 586-2501,http://nces.ed.gov/transfer.asp?location=www.bmats.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree",Town: Distant,Yes,110 (49 undergraduate),2 to 1
Barry University,11300 NE 2nd Ave, Miami, Florida,33161-6695,(800) 756-6000,http://nces.ed.gov/transfer.asp?location=www.barry.edu/,"4-year, Private not-for-profit","Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",Suburb: Large,Yes,"7,515 (3,523 undergraduate)",15 to 1
Baptist University of the Americas,7838 Barlite Blvd., San Antonio, Texas,78224-1364,(210) 924-4338 x200,http://nces.ed.gov/transfer.asp?location=www.bua.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree",City: Large,Yes,117 (all undergraduate),10 to 1
Barber & Beauty Institute of New York,266 Greenwich Street, Hempstead, New York,11550-6317,(516) 486-5424,http://nces.ed.gov/transfer.asp?location=www.bbiny.edu/#,"< 2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,52 (all undergraduate),4 to 1
Barber and Beauty Academy of Pennsylvania,3849-C Union Deposit Road, Harrisburg, Pennsylvania,17110,(717) 234-8463,http://nces.ed.gov/transfer.asp?location=www.barberandbeautyacademyofpa.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,43 (all undergraduate),8 to 1
Barber Institute of Texas,2430 South High Street Ste B4, Longview, Texas,75602-3456,(903) 236-9695,http://nces.ed.gov/transfer.asp?location=www.bit.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,13 (all undergraduate),15 to 1
Barber School of Pittsburgh,143 Steuben St, Pittsburgh, Pennsylvania,15220,(412) 458-6035,http://nces.ed.gov/transfer.asp?location=bsp.edu/,"< 2-year, Private for-profit",One but less than two years certificate,City: Large,No,67 (all undergraduate),11 to 1
Barber Tech Academy,1650 Russell Street, Orangeburg, South Carolina,29115-6069,(803) 937-5730,http://nces.ed.gov/transfer.asp?location=www.barbertechacademy.com/,"< 2-year, Private for-profit",One but less than two years certificate,Town: Distant,No,67 (all undergraduate),14 to 1
Barclay College,607 N Kingman, Haviland, Kansas,67059-0288,(620) 862-5252,http://nces.ed.gov/transfer.asp?location=www.barclaycollege.edu/,"4-year, Private not-for-profit","Less than one year certificate, Associates degree, Bachelors degree, Masters degree, Post-masters certificate",Rural: Remote,Yes,215 (166 undergraduate),11 to 1
Bard College,Annandale Road, Annandale-On-Hudson, New York,12504-5000,(845) 758-6822,http://nces.ed.gov/transfer.asp?location=www.bard.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree, Doctors degree - research/scholarship",Town: Fringe,Yes,"2,465 (2,118 undergraduate)",9 to 1
